id,time
0,59
1,177
2,99
3,49
4,478
5,139
6,131
7,503
8,346
9,516
10,553
11,377
12,222
13,498
14,433
15,242
16,342
17,371
18,59
19,414
20,342
21,456
22,645
23,493
24,378
25,516
26,376
27,212
28,626
29,485
30,44
31,338
32,80
33,191
34,273
35,53
36,418
37,125
38,623
39,497
40,724
41,501
42,507
43,597
44,487
45,193
46,63
47,524
48,75
49,534
50,500
51,209
52,505
53,205
54,534
55,475
56,501
57,561
58,501
59,574
