id,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
44,5534,8713,9380,10169,11435,11644,12131,12395,13375,13439,13781,14159,14295,14908,15152,15259,15694,15874,16350,16794,17833,20700,20963,24380
45,2704,3007,3111,3225,3231,3299,3309,3403,3407,3418,3542,3553,3577,3732,3888,3934,3942,3991,4176,4216,4421,4968,5568,14709
46,2093,2237,2248,2279,2330,2348,2383,2474,2519,2689,2744,2792,2853,2901,2920,2996,3219,3425,3448,3526,4004,4512,4960,4966
47,9730,10558,10652,11635,11849,12015,12644,14942,15524,16212,16231,16685,16881,18141,18891,19097,20014,20686,20787,20839,20967,21276,24573,24573
48,2692,3292,3298,3354,3378,3437,3885,3922,4046,4128,4145,4188,4291,4414,4449,4473,4634,4657,4736,4835,4932,5005,5456,5619
49,12581,13732,14173,14238,14423,15096,15401,15775,16528,17329,17486,17674,18123,18458,18601,18856,18858,18914,19207,19355,19697,21292,22784,24573
50,7114,7806,7966,8239,8277,8693,11119,11294,11531,11601,12020,12384,12681,12712,12893,13639,17416,17573,18492,18633,19903,22242,23429,24573
51,4829,5297,5746,6317,6705,6781,7006,7029,7147,7211,7339,7654,7841,7950,8179,8355,8466,8899,9295,9419,11622,11685,11890,12870
52,7895,8637,8938,9630,10137,11512,11615,12007,12034,12444,12667,13638,14302,14688,15704,15801,16240,16548,16643,16962,21478,21887,23209,24573
53,4367,4748,5539,5681,6086,6350,6360,6581,6662,6802,7102,7234,7631,7701,7896,8248,9101,9367,9488,9536,11055,11551,11723,12790
54,6277,7377,8469,8886,9163,9945,11020,12907,13117,14705,15388,17206,17445,17500,17767,17979,18664,18841,20061,20358,20573,24573,24573,24573
55,5356,7752,7992,9030,9823,9941,10043,10630,11755,11794,12032,12901,13150,13965,14256,14880,15258,16181,16487,16740,18889,20838,20878,24573
56,7269,7395,7944,7959,8078,8393,8906,9489,9569,10505,10961,12073,12164,12249,12375,16158,20463,21026,24493,24573,24573,24573,24573,24573
57,7321,8670,12005,12268,13541,13766,14168,14207,15104,19100,22748,23022,23337,24573,24573,24573,24574,24573,24573,24573,24573,24573,24573,24573
58,6283,6702,6955,7598,9458,9945,9953,10185,10353,10575,11924,13987,14553,16873,18134,19721,20635,21164,22054,22828,23066,23776,24573,24573
59,12838,13541,13791,14359,14675,15477,15683,16085,17126,17387,18937,19464,20619,21313,22113,23151,23322,24200,24573,24573,24573,24573,24573,24573
