id,time
0,32
1,137
2,156
3,43
4,496
5,99
6,88
7,460
8,265
9,514
10,488
11,355
12,364
13,401
14,399
15,80
16,354
17,352
18,65
19,440
20,71
21,429
22,639
23,472
24,246
25,468
26,315
27,326
28,580
29,450
30,39
31,260
32,71
33,171
34,210
35,58
36,371
37,136
38,602
39,487
40,746
41,461
42,535
43,605
44,421
45,57
46,46
47,460
48,123
49,557
50,591
51,212
52,434
53,165
54,483
55,405
56,500
57,700
58,473
59,637
