id,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
21,1105,3112,5248,5769,5997,6615,8004,8032,8556,8695,8968,11025,11477,11478,13005,13275,13466,13944,14707,15076,17622,20572,23014,24575
22,11207,16923,16981,17328,17372,17780,17915,18083,18353,18377,19229,19300,20474,20779,21509,21844,22587,22808,23706,24524,24575,24575,24575,24575
23,5339,8804,10012,10303,10317,10987,11525,11613,11948,12967,12976,13292,14771,14971,15990,16344,16768,17653,17877,17922,19278,20414,23206,24575
24,4722,4740,5023,5257,5534,5890,5929,6020,6160,6210,6289,6911,7203,7337,7404,7787,8135,8273,9041,10226,10362,12667,13301,17058
25,7565,7782,7977,8646,9270,9508,9952,10083,10837,11617,12878,13252,13668,13786,14469,14891,15111,16162,16365,18199,19217,22019,23876,24575
26,3790,4273,4432,4527,4840,5069,5378,5415,5744,6075,6379,7049,7109,7638,7858,8404,8672,9273,10012,11658,14464,15609,16046,21443
27,4439,4965,5058,5105,5132,5140,5548,5624,5679,5704,5851,6149,6557,6572,6636,6765,6986,7608,7758,8333,8618,10167,11994,24476
28,12231,13446,13903,14463,14803,15015,15720,15993,16310,16422,17266,17368,18771,18863,19147,19369,19921,20519,21001,21504,24575,24575,24575,24575
29,11180,11683,11932,12064,12679,12986,13839,13916,14565,14949,14988,15240,15538,15775,15915,16073,16375,16900,17483,18269,18305,19251,20082,21460
30,833,873,974,1083,1182,1301,1357,1435,1439,1490,1585,1705,1766,1833,1944,1978,2009,2093,2163,2170,2182,2213,2213,3845
31,5355,5412,5505,6203,6523,6587,6886,7299,7318,7476,8324,9204,9650,11039,11815,12845,12875,12945,13201,13365,13598,14598,15094,16072
32,2834,2939,2974,3027,3080,3190,3276,3321,3346,3365,3627,3677,3694,3703,3757,3768,4000,4017,4023,4434,4515,4608,5636,5933
33,1994,3272,3402,3787,4217,4321,4389,4745,5027,5118,5295,5333,5633,6055,6172,6182,6632,6814,6963,7794,8299,9039,9488,13075
34,5792,5822,6205,6279,6552,6664,6705,6764,6821,6827,6950,6962,7625,7634,8111,8331,8664,9482,9978,10114,10134,10285,13613,14573
35,2476,2640,2848,2884,2885,2931,2931,2949,3037,3057,3125,3147,3298,3369,3372,3392,3453,3679,3700,3719,3887,3981,4036,4747
36,2605,5778,7615,8958,9025,9378,9580,9686,10024,10459,10874,11193,11969,12210,12344,12609,13114,14790,14907,15148,16511,17377,17985,21351
37,2498,2651,2801,2866,2947,3117,3182,3189,3321,3348,3362,3364,3390,3428,3495,3752,3776,3881,4121,4347,4477,8327,10988,11253
38,8250,8690,8760,11165,11545,14615,14622,14896,19378,19393,21164,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575
39,11761,12969,13438,13774,13945,13977,15126,15330,15830,16185,16319,16989,17146,17149,17368,17617,18179,18359,18921,19034,20052,20312,20356,21043
40,11080,13938,14501,15115,16485,18156,18274,20177,21623,22835,22866,23060,23829,24273,24573,24575,24575,24575,24575,24575,24575,24575,24575,24575
41,9103,9877,10179,10860,10862,11687,12585,12762,13224,13695,13963,14423,14555,15307,15581,15881,16232,16793,17649,18094,19136,20755,20807,22653
42,6845,8824,9438,9762,12752,12988,13096,13179,13293,13442,14672,15228,16008,16160,17624,18124,18561,22880,23046,24562,24575,24575,24575,24575
43,14295,14480,15333,15592,15927,15978,17516,18204,19297,19556,19808,19820,20025,20396,20983,21148,21219,21517,21554,22028,22207,22682,24143,24317
44,3869,7015,9113,9528,9971,9996,10563,12678,12935,13420,14052,14069,14086,14289,14787,16488,17055,17336,17367,17434,17911,19141,19169,20941
45,2516,2718,2938,2972,2976,2998,3040,3044,3237,3241,3349,3437,3440,3549,3729,3810,3831,3868,3935,3999,4414,4454,4485,4597
46,2065,2075,2098,2148,2177,2186,2197,2198,2242,2246,2263,2329,2478,2526,2711,2728,2748,2853,2882,3042,3053,3105,3156,4081
47,8987,9351,10922,10995,12224,12633,12821,13221,13458,13918,14366,14475,14571,14712,14927,15186,16129,17195,18488,18514,20176,20457,21161,22387
48,2853,2913,2987,3437,3567,3660,3809,3818,3929,3993,4136,4282,4311,4405,4533,4561,4869,4895,5065,5218,5571,8225,8734,9776
49,11591,12176,14075,14435,15553,16261,16409,16601,16790,17550,17642,17783,17880,17986,18003,18884,19143,19208,19854,20061,21935,22150,22164,24244
50,5474,6806,7127,8636,8881,9718,11174,14866,16360,16393,18484,20715,21933,21941,23189,23560,24331,24575,24575,24575,24575,24575,24575,24575
51,5073,6277,6320,6868,7129,7532,7768,8017,8297,8544,8997,9226,9245,9358,9522,9668,9706,9723,10146,10817,10999,11187,12366,13290
52,5593,6348,6494,7026,7483,7908,8671,8817,8980,9527,10171,10222,10393,12632,12866,14563,14916,15416,17064,17899,18621,20046,22679,24575
53,3442,3465,3524,5595,5866,6000,6227,6909,6940,7022,7188,7296,7358,7494,7523,7685,7921,8041,8050,8066,8250,9483,10102,10954
54,4100,5657,8466,8793,9660,10202,11009,11032,11154,11513,12812,13011,13951,15302,15615,16172,16879,18797,19201,20577,22363,22704,23339,24491
55,7268,7419,7777,7805,8335,8664,8766,10643,11615,12616,12645,12668,12789,13044,13498,14209,14890,15021,15268,17451,17575,18836,19012,21809
56,7090,7281,8412,8698,10032,10235,10522,10680,11102,12613,13283,13418,14025,14129,16491,16798,17188,20159,21613,21924,23408,24575,24575,24575
57,13113,14821,14965,15760,17461,17897,17921,19355,19450,19886,22213,22603,23050,24339,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575
58,6327,7968,8721,9481,11434,12620,13420,13904,14327,14330,15096,16010,16255,16471,16655,17789,17899,18900,19160,19628,20327,20794,21659,22168
59,8908,12725,13504,14412,16736,17070,17572,18866,18895,19779,20032,20236,21318,21790,21947,22312,23045,23179,24004,24053,24286,24299,24575,24575
