id,time
0,58
1,330
2,402
3,54
4,496
5,122
6,267
7,432
8,415
9,527
10,549
11,457
12,403
13,500
14,325
15,185
16,485
17,497
18,65
19,552
20,155
21,389
22,535
23,532
24,386
25,524
26,251
27,446
28,584
29,621
30,57
31,345
32,197
33,223
34,438
35,115
36,486
37,251
38,539
39,552
40,673
41,469
42,581
43,597
44,571
45,138
46,129
47,488
48,356
49,555
50,423
51,290
52,497
53,214
54,440
55,401
56,485
57,618
58,477
59,595
