id,time
0,58
1,161
2,86
3,41
4,446
5,171
6,135
7,483
8,266
9,439
10,521
11,379
12,323
13,439
14,356
15,142
16,360
17,427
18,72
19,393
20,272
21,383
22,561
23,433
24,239
25,456
26,414
27,181
28,549
29,440
30,56
31,316
32,76
33,112
34,234
35,47
36,354
37,192
38,563
39,472
40,630
41,488
42,485
43,553
44,380
45,57
46,48
47,460
48,85
49,491
50,464
51,241
52,428
53,217
54,459
55,362
56,440
57,610
58,463
59,581
