id,time
0,48
1,149
2,132
3,76
4,599
5,174
6,181
7,479
8,307
9,766
10,628
11,459
12,443
13,557
14,573
15,185
16,673
17,612
18,106
19,596
20,82
21,375
22,699
23,558
24,243
25,534
26,293
27,167
28,732
29,537
30,59
31,395
32,234
33,166
34,384
35,86
36,406
37,199
38,717
39,674
40,769
41,719
42,732
43,748
44,610
45,93
46,75
47,663
48,123
49,602
50,761
51,243
52,618
53,285
54,607
55,551
56,426
57,770
58,621
59,761
