id,time
0,51
1,133
2,135
3,34
4,217
5,84
6,130
7,166
8,210
9,230
10,155
11,170
12,244
13,229
14,196
15,164
16,142
17,165
18,38
19,204
20,181
21,258
22,173
23,131
24,232
25,198
26,220
27,134
28,235
29,80
30,108
31,146
32,71
33,99
34,115
35,89
36,103
37,149
38,229
39,84
40,200
41,189
42,114
43,208
44,118
45,100
46,25
47,160
48,125
49,187
50,224
51,151
52,166
53,106
54,73
55,161
56,235
57,225
58,175
59,218
