id,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
41,7786,10391,10553,10722,12229,12601,12892,14207,14386,14462,18791,20052,21507,21661,21889,22899,23301,23776,24575,24575,24575,24575,24575,24575
42,5524,7295,7386,7604,7760,9178,10251,11347,11637,12209,12308,12692,13095,13332,13692,14426,14597,14918,15827,16313,16507,18307,19820,21758
43,12116,12777,13840,13865,14298,14542,14688,15745,15758,15923,16204,16317,16330,16505,16574,17297,17780,18144,19018,20721,21443,22680,24575,24575
44,5876,8917,9933,10196,10253,11831,12051,12205,12325,12479,12799,12961,13225,13637,13993,14696,15264,16063,16972,17058,17612,19092,19720,21688
45,2687,2705,2762,2877,2947,3016,3086,3221,3250,3332,3360,3402,3615,3618,3695,3745,3880,3897,3972,4236,4306,4422,4606,5143
46,714,730,852,936,944,985,1023,1026,1080,1082,1084,1094,1110,1114,1131,1311,1313,1364,1415,2107,2292,2390,3198,3686
47,11429,12405,12666,13662,14138,15076,15805,15809,15817,16382,16895,16918,16992,17150,17850,18463,19511,19893,19900,20359,21700,21737,24575,24575
48,2668,3445,3470,3507,3556,3607,3730,3769,3945,3990,4030,4142,4144,4266,4362,4366,4436,4539,4785,4809,4822,4916,5075,5357
49,11678,12674,13778,15186,15685,16831,17182,17301,17730,19233,19390,19604,19702,19811,20371,21700,22316,22685,24050,24256,24574,24575,24575,24575
50,5103,6417,6500,6851,7051,7565,7899,8662,11096,11862,11913,12808,14806,19799,22335,22938,22974,24174,24575,24575,24575,24575,24575,24575
51,4499,4624,4828,4996,5452,5984,6325,6351,6354,6520,6550,6624,7135,7166,7304,8212,8652,9010,9117,9248,11066,11744,11808,24209
52,8305,12949,13420,15110,15570,16007,16326,16889,17108,17972,18368,18978,19111,19918,20126,20726,20730,21733,24575,24575,24575,24575,24575,24575
53,3734,5041,5607,6059,6378,6678,6845,7300,7399,7413,8088,8520,8605,9079,9183,9442,10301,10390,11926,12586,13710,13749,15267,15662
54,5458,5997,6883,7185,8296,8421,9020,9400,9958,10322,12483,12567,12719,13136,13144,13830,15214,18086,18566,19643,21404,24575,24575,24575
55,4079,4930,7733,7861,8619,9121,9626,10344,10488,10581,10602,10901,12398,12517,12834,13235,13450,13729,15573,15964,16275,17562,18896,24558
56,6977,7235,10133,10241,10468,13039,14340,14543,16056,16352,16388,17018,20289,21122,22999,24575,24575,24575,24575,24575,24575,24575,24575,24575
57,11685,14563,18478,18940,21967,22219,23208,24401,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575
58,8288,8773,9006,9426,11092,11914,13039,15391,16277,16968,19013,19439,20611,21248,21788,22945,23091,24575,24574,24575,24575,24574,24575,24575
59,16024,17805,19103,19506,19528,19682,21133,22456,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575,24575
