id,time
0,29
1,177
2,186
3,43
4,491
5,94
6,152
7,504
8,293
9,535
10,495
11,301
12,419
13,398
14,466
15,62
16,437
17,395
18,73
19,420
20,340
21,391
22,620
23,415
24,149
25,411
26,456
27,291
28,605
29,403
30,183
31,257
32,140
33,135
34,248
35,50
36,331
37,217
38,624
39,501
40,688
41,512
42,510
43,567
44,411
45,65
46,79
47,500
48,79
49,534
50,547
51,184
52,465
53,146
54,469
55,473
56,515
57,672
58,514
59,585
