id,time
0,31
1,144
2,116
3,31
4,210
5,117
6,127
7,167
8,190
9,231
10,186
11,211
12,170
13,205
14,173
15,165
16,122
17,189
18,52
19,206
20,134
21,227
22,219
23,125
24,217
25,222
26,223
27,131
28,230
29,141
30,75
31,142
32,65
33,134
34,132
35,55
36,173
37,136
38,231
39,142
40,227
41,202
42,159
43,208
44,156
45,99
46,53
47,194
48,130
49,213
50,226
51,183
52,203
53,162
54,114
55,160
56,226
57,211
58,220
59,221
