id,time
0,28
1,173
2,85
3,55
4,525
5,96
6,105
7,381
8,317
9,539
10,512
11,298
12,246
13,486
14,366
15,79
16,91
17,480
18,61
19,385
20,64
21,288
22,589
23,473
24,458
25,532
26,323
27,254
28,595
29,382
30,51
31,324
32,121
33,109
34,450
35,57
36,344
37,118
38,596
39,373
40,599
41,378
42,470
43,440
44,385
45,63
46,63
47,413
48,151
49,455
50,586
51,271
52,362
53,182
54,257
55,428
56,508
57,597
58,551
59,587
