id,time
0,38
1,125
2,173
3,32
4,249
5,169
6,105
7,221
8,198
9,278
10,285
11,233
12,236
13,266
14,245
15,205
16,269
17,245
18,39
19,217
20,169
21,271
22,290
23,274
24,242
25,275
26,230
27,190
28,285
29,254
30,158
31,153
32,85
33,70
34,166
35,160
36,268
37,85
38,299
39,277
40,289
41,296
42,224
43,287
44,250
45,31
46,159
47,288
48,99
49,246
50,262
51,180
52,286
53,222
54,262
55,203
56,259
57,309
58,284
59,273
