id,time
0,148
1,151
2,74
3,30
4,285
5,42
6,63
7,270
8,190
9,280
10,217
11,232
12,255
13,224
14,228
15,201
16,154
17,168
18,30
19,237
20,47
21,221
22,293
23,212
24,195
25,266
26,183
27,68
28,287
29,177
30,16
31,179
32,54
33,103
34,141
35,29
36,202
37,109
38,302
39,195
40,299
41,282
42,179
43,281
44,191
45,66
46,15
47,230
48,43
49,284
50,268
51,151
52,281
53,141
54,188
55,202
56,280
57,292
58,286
59,299
