id,time
0,22
1,96
2,54
3,34
4,288
5,93
6,70
7,285
8,195
9,284
10,286
11,219
12,218
13,281
14,230
15,194
16,154
17,216
18,45
19,265
20,233
21,283
22,289
23,253
24,244
25,282
26,273
27,69
28,287
29,210
30,31
31,156
32,78
33,60
34,219
35,32
36,208
37,90
38,286
39,225
40,289
41,284
42,230
43,286
44,233
45,43
46,25
47,282
48,111
49,281
50,282
51,225
52,283
53,204
54,213
55,213
56,282
57,286
58,283
59,289
