id,time
0,41
1,246
2,129
3,52
4,594
5,159
6,120
7,727
8,444
9,608
10,714
11,564
12,573
13,507
14,585
15,397
16,528
17,559
18,216
19,544
20,412
21,576
22,1057
23,603
24,352
25,618
26,456
27,189
28,896
29,638
30,66
31,417
32,96
33,212
34,305
35,111
36,585
37,313
38,1077
39,746
40,1084
41,605
42,816
43,1005
44,648
45,85
46,63
47,773
48,122
49,861
50,592
51,441
52,556
53,207
54,639
55,566
56,582
57,1097
58,606
59,1029
