id,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
42,3743,6040,6221,7748,8930,9402,9961,10250,10272,11330,11342,12185,12401,12547,12810,13797,15167,15219,16127,16401,16716,19027,20666,20684
43,10636,11135,14342,14372,15443,15849,15902,16269,16483,16727,16909,17313,17873,18795,19042,19167,19444,23019,24372,24575,24575,24575,24575,24575
44,4873,7266,8174,8205,8850,9039,9380,10073,10456,11521,12096,12174,12994,13454,14207,14698,15010,15175,15639,15691,16678,17879,20239,23450
45,2763,2816,3011,3042,3108,3284,3299,3311,3367,3402,3402,3571,3666,3668,3724,3754,3812,3861,3992,4062,4120,4378,4490,4720
46,1019,1040,1175,1472,1498,1945,1984,2057,2106,2208,2253,2426,2670,2718,2720,2780,2780,2985,3044,3108,3209,3534,4448,5054
47,9187,10761,12602,14397,15874,15941,17083,17196,17297,17433,17484,18030,18334,18959,19454,19596,20247,20362,21837,21984,23699,24575,24575,24575
48,3549,3787,3809,3830,4059,4266,4270,4417,4426,4457,4614,4781,4788,4968,4985,5417,5829,6067,6229,6291,9719,11622,11807,16286
49,10482,13036,14247,14470,15184,15544,15689,16791,16895,17264,18381,18461,19746,19847,20366,21164,21171,21191,21319,21676,23133,23513,24251,24575
50,4737,5914,6345,6652,7615,7867,8308,9146,10214,12171,13012,14216,17611,18449,20360,20839,21678,24247,24575,24575,24575,24575,24575,24575
51,4440,5427,5807,6169,6451,6540,6655,6710,6906,7137,7144,7229,7321,7356,7453,7964,8460,8510,8514,8588,8786,8997,10048,12175
52,8138,10292,12690,15617,16012,16474,17201,17545,18082,18422,18983,19149,19448,20104,20973,21009,21039,21469,23054,23114,24575,24575,24575,24575
53,5803,5918,6022,7072,7597,7631,7707,7725,8010,8070,8194,8606,8755,8850,9032,9095,9377,10036,10198,10316,10565,10699,12680,18624
54,6765,7088,7870,8018,8237,9210,9598,10055,10925,11350,11937,12839,13383,13977,15256,17203,20306,20532,20808,21355,21498,21888,24574,24575
55,4731,8644,8694,8714,9427,10686,10864,11115,11948,12126,12589,12837,14750,15050,15237,15269,15393,15750,16493,16847,17200,18172,18210,19027
56,6268,7237,9138,10400,10814,10866,11212,12652,12697,19958,20312,20689,20745,21314,22198,22764,23462,24575,24575,24575,24575,24575,24575,24575
57,5722,6311,9908,10382,10404,12395,15072,15839,15916,16381,16548,18107,19503,20739,21669,22336,22554,24258,24575,24575,24575,24575,24575,24575
58,6901,9109,9221,9504,12117,13364,13384,14031,14346,14610,16198,16504,17238,17660,18314,18685,18839,19349,20461,21328,21981,23098,23488,24575
59,11512,12614,13198,14123,14682,14805,14975,15695,17492,17537,17629,18317,19693,20073,20689,20994,21269,22007,23214,23584,23609,24575,24575,24575
