id,time
0,25
1,127
2,72
3,34
4,273
5,53
6,71
7,281
8,205
9,271
10,207
11,177
12,200
13,250
14,241
15,191
16,117
17,202
18,30
19,239
20,179
21,267
22,288
23,192
24,159
25,260
26,229
27,129
28,279
29,207
30,29
31,152
32,57
33,122
34,142
35,29
36,157
37,98
38,297
39,235
40,293
41,282
42,191
43,281
44,206
45,33
46,32
47,277
48,115
49,270
50,266
51,92
52,282
53,139
54,244
55,183
56,274
57,277
58,257
59,275
