id,time
0,53
1,232
2,122
3,44
4,551
5,98
6,89
7,474
8,282
9,515
10,549
11,362
12,430
13,347
14,465
15,171
16,419
17,451
18,73
19,367
20,64
21,441
22,700
23,515
24,304
25,508
26,367
27,126
28,590
29,512
30,48
31,340
32,81
33,197
34,277
35,79
36,423
37,321
38,788
39,462
40,813
41,515
42,530
43,622
44,514
45,97
46,68
47,552
48,77
49,575
50,536
51,217
52,479
53,159
54,472
55,337
56,466
57,850
58,500
59,820
